"market_id","discounts","weekend","Location","p","q"
81,-2,1,"Orchard",11.467318153516,17.2721051091419
82,-2,0,"Clarke Quay",8.29703784044502,18.2367614809038
83,-2,0,"Clarke Quay",8.10345837298797,17.5776107817136
84,-2,0,"Clarke Quay",7.68106502547113,18.8038440357833
85,-2,1,"Orchard",12.34666287734,16.6061819995112
86,-3,0,"Clarke Quay",7.8220817580519,18.4207410848897
87,-1,1,"Orchard",11.7704876794859,18.2115951734064
88,-2,1,"Orchard",14.6565717020697,16.1068956397989
89,-3,1,"Orchard",12.0653492162452,16.6413938063462
90,-1,1,"Orchard",15.254156141461,16.5217295477206
91,-3,1,"Orchard",12.1017785795777,17.9426145661733
92,-2,1,"MBS",13.1416812644815,19.9775563272673
93,-3,1,"Clarke Quay",11.7040579884447,17.3867027408891
94,-1,0,"MBS",8.20220179893401,20.2709930244936
95,-2,1,"Clarke Quay",14.4814255937871,17.1199396516365
96,-1,1,"Clarke Quay",13.9827521604644,15.4083643326207
97,-1,0,"Clarke Quay",7.97561470130985,20.1995256423616
98,-3,0,"Orchard",7.80119465548069,19.6320132984448
99,-2,0,"Orchard",6.87903590224855,18.3247816897752
100,-1,1,"Clarke Quay",11.2034847762158,16.3718367115853
101,-2,1,"Orchard",12.7141913852855,15.932497743658
102,-1,1,"Clarke Quay",13.9318682238645,16.2909495972243
103,-2,1,"Orchard",13.4971615775867,16.0047273327443
104,-1,1,"Orchard",15.5744794427421,14.8652176792312
105,-3,1,"Clarke Quay",12.9032937628844,15.5967345512928
106,-3,1,"MBS",11.0698470355368,20.4200487574227
107,-2,1,"Orchard",13.5218505539439,15.454170253571
108,-3,1,"Clarke Quay",11.7579279447348,15.4530940910445
109,-3,1,"Orchard",12.5237251221968,16.3579109186139
110,-3,1,"MBS",11.7156553753327,21.0611689213944
111,-2,0,"Clarke Quay",7.07712245257356,17.8860918111048
112,-1,0,"Clarke Quay",10.3541941233093,17.4308672605704
113,-2,0,"Clarke Quay",7.80945727299375,16.477388655214
114,-3,1,"MBS",12.7994973881896,19.5446893403807
115,-2,0,"Orchard",7.33366219718373,18.8525761053516
116,-2,0,"MBS",4.73885918734042,22.9317237684965
117,-3,0,"Clarke Quay",6.45918014330087,18.8760861224985
118,-3,1,"Clarke Quay",12.0440890535139,16.3372494649377
119,-2,0,"Orchard",10.2414495987966,16.0295708545681
120,-2,1,"Clarke Quay",12.7579746801489,15.5968838693206
121,-1,0,"Orchard",6.28852770913466,18.9733827425328
122,-1,0,"MBS",8.23299417119583,19.9360283002173
123,-2,1,"Orchard",11.7153192119041,16.6517829503473
124,-2,1,"MBS",13.5527324114638,18.9675416020699
125,-2,1,"Orchard",13.0624188620037,18.3126525742303
126,-1,1,"Orchard",14.6403178056595,15.0278911954748
127,-3,0,"MBS",8.12913902405403,21.1708170602578
128,-1,0,"Clarke Quay",7.90325299242133,18.126334353353
129,-2,0,"Orchard",9.07583291402006,16.5002269088598
130,-3,1,"Clarke Quay",11.1195899110329,17.36889695836
131,-1,1,"Orchard",14.0693373207552,17.4098821980457
132,-3,0,"MBS",6.65912619262696,22.1219409567657
133,-3,1,"Orchard",9.48464354675732,18.2989111486143
134,-1,1,"MBS",13.486546173674,18.8342300808234
135,-3,0,"Clarke Quay",4.10222168819542,17.8956419343618
136,-1,1,"Orchard",12.4296869117857,17.9164937575213
137,-2,1,"Orchard",12.9483144352282,15.0652027114611
138,-3,0,"Orchard",7.54989857849115,18.9649982216318
139,-2,0,"Orchard",9.20105600105128,19.3085755686918
140,-2,0,"Orchard",6.91587586488938,17.0981689065835
141,-3,1,"Clarke Quay",12.7371597203228,17.3332044752133
142,-2,0,"Orchard",9.32441022944901,17.075597395873
143,-2,1,"Clarke Quay",12.134625464203,15.360543108753
144,-1,1,"Orchard",14.375500926736,14.2975818828502
145,-2,0,"Clarke Quay",5.67729103528994,17.5598183087804
146,-2,1,"MBS",12.434143737019,19.2520216093202
147,-1,1,"Orchard",13.6974804822056,14.6895041739013
148,-2,0,"Orchard",8.74983579830163,18.312998873825
149,-3,1,"Clarke Quay",11.3016075374612,19.4493051717951
150,-2,0,"Clarke Quay",7.43365848818942,16.9961402798701
151,-2,1,"Orchard",13.2989352703721,17.1382712122891
152,-3,0,"MBS",8.23865572923898,21.6497143763814
153,-1,1,"MBS",15.0207958708342,18.821804643533
154,-3,0,"Clarke Quay",6.60072525204587,17.6912607657001
155,-2,1,"Orchard",13.3263682618344,16.2173632624521
156,-2,0,"Clarke Quay",8.29002507875857,17.5745921254505
157,-3,0,"Clarke Quay",6.17325354900724,19.4763627587169
158,-3,0,"Clarke Quay",9.78373509283943,16.7356936974765
159,-2,0,"MBS",8.44645341740749,21.7537466779819
160,-3,0,"Orchard",7.50223202722954,17.8743031286182
161,-2,1,"MBS",11.6128767752865,21.2462730779361
162,-2,1,"MBS",12.5066879898677,18.6974789984001
163,-2,0,"Orchard",7.53376496638671,16.9729622720485
164,-2,1,"Orchard",14.6165689931154,18.9327554383847
165,-3,1,"Clarke Quay",12.5058011627342,16.3302418304725
166,-1,0,"Orchard",8.81365104753727,17.8914020677721
167,-1,1,"MBS",14.7058764178668,19.2836314651004
168,-2,0,"Orchard",8.35957020537539,17.3364342716036
169,-3,1,"MBS",13.3553186619607,19.8392027133333
170,-1,0,"MBS",10.436021795357,20.1509536297066
171,-1,1,"Clarke Quay",14.5632591081041,15.5029899383062
172,-1,1,"Orchard",12.6317208124516,16.7494326272995
173,-1,0,"MBS",8.62189257554366,20.6549864584897
174,-2,1,"Orchard",12.9859813175697,18.6354612402313
175,-3,0,"Clarke Quay",8.68929200980865,16.9140178988228
176,-1,1,"Orchard",13.526940092632,15.1405336866093
177,-1,0,"Orchard",8.22648806631274,17.9245443660147
178,-2,0,"Clarke Quay",10.4333944260081,17.0937835364391
179,-1,1,"Orchard",15.9705364306374,15.4512552635915
180,-2,0,"Orchard",7.77177593583486,17.6557466993715
181,-3,0,"Clarke Quay",7.4001797220806,17.2365840049885
182,-1,1,"Clarke Quay",12.8838326622297,17.8212688449747
183,-1,1,"Orchard",14.6321510400157,15.3342740920386
184,-3,1,"Clarke Quay",11.1509565340686,16.5590088703123
185,-2,0,"Clarke Quay",7.77957205035985,17.873934405879
186,-1,1,"Clarke Quay",12.9556651055828,16.3249915528601
187,-3,1,"Orchard",9.66792154048223,19.2759595194725
188,-2,0,"MBS",6.3380920080441,21.9156912881751
189,-2,1,"Clarke Quay",14.1615922627057,16.6732576538317
190,-3,0,"Orchard",5.28071284853055,18.8603515585625
191,-2,0,"MBS",7.32499809059175,21.5519462642857
192,-1,1,"MBS",12.7880640097364,19.281282083641
193,-3,1,"MBS",11.845011038418,20.1720780089646
194,-2,0,"Orchard",8.53313796732198,16.8380676583615
195,-3,0,"Clarke Quay",6.33071529011687,17.5238408216136
196,-1,1,"MBS",13.2480484039006,21.3731891827977
197,-1,0,"Clarke Quay",9.83278119347849,17.6843182269332
198,-1,1,"Orchard",13.8868762807888,14.8052904979807
199,-3,1,"Clarke Quay",13.5985752474275,15.5895464596059
200,-1,0,"MBS",8.65783273096027,19.4856035499226
201,-2,1,"Orchard",14.6492324999684,17.8741940988995
202,-1,1,"Orchard",13.804522543747,17.41015170456
203,-2,0,"MBS",9.0690791806378,20.2003153529847
204,-3,0,"MBS",7.23371861149835,21.9263347534829
205,-1,0,"MBS",8.27530675415243,20.4480066750049
206,-1,0,"Clarke Quay",8.98968863362251,17.0289087885732
207,-1,0,"Orchard",9.13049759881367,16.6461483627429
208,-1,1,"Orchard",15.9086540670031,14.4510556990389
209,-1,1,"Clarke Quay",15.5591605059883,16.8713272143426
210,-1,1,"MBS",13.4855074857217,19.2032181320537
211,-1,1,"Orchard",13.9794649993963,16.1295127367294
212,-1,0,"MBS",9.96670933075135,20.2603327642234
213,-1,1,"Orchard",12.4455042320079,18.0097237624814
214,-3,1,"Orchard",12.1536044091314,16.4071339644895
215,-3,1,"Clarke Quay",12.0951956162783,15.9598950414688
216,-3,1,"MBS",13.7474522951481,20.8019707848292
217,-1,0,"Clarke Quay",9.67176142176283,16.7229560722133
218,-2,0,"Orchard",8.78412079789886,16.8848736311107
219,-2,0,"Orchard",8.23839396447489,16.6445298988793
220,-3,0,"MBS",7.80384962326354,19.8133594660504
221,-2,1,"Clarke Quay",15.9033902281633,14.4743314066204
222,-3,1,"Clarke Quay",12.2785527851864,17.4787094245733
223,-3,0,"Orchard",8.35497611930284,18.9323600792783
224,-2,1,"MBS",14.5260921566653,19.444542275503
225,-3,0,"Orchard",5.41959693448669,18.9265442356614
226,-3,0,"Clarke Quay",6.92171534717515,18.598892263797
227,-3,0,"Orchard",6.40558142319247,18.0926128247237
228,-3,1,"Clarke Quay",10.8853254147554,16.8401191310483
229,-1,1,"MBS",13.2284284722285,20.2704362628627
230,-1,0,"Orchard",8.04245575389348,16.9631795444497
231,-3,0,"MBS",6.62559474498097,23.642496593002
232,-3,0,"Clarke Quay",8.08573260371731,17.8668141041755
233,-3,1,"Clarke Quay",12.8589817182542,16.7850479675021
234,-1,0,"Orchard",8.76114196523185,16.8809013126445
235,-1,1,"Orchard",13.9014564042438,15.4748831081148
236,-1,0,"MBS",10.9773092793566,18.1943292280165
237,-3,1,"Orchard",10.3620513584039,17.6360489324253
238,-3,0,"Clarke Quay",7.30279167797422,18.7675865659373
239,-3,0,"Orchard",7.84636715860887,18.4011207648569
240,-3,1,"MBS",12.1552833256217,19.1408218501344
241,-2,0,"MBS",7.30878282140707,20.5569866184425
242,-2,0,"Clarke Quay",8.4492319456532,17.2731853088305
243,-1,0,"MBS",9.0699941400486,21.9610635998221
244,-3,0,"Clarke Quay",6.03968946028123,17.8428516491936
245,-1,1,"MBS",13.9526894404101,18.8446036854147
246,-3,1,"Orchard",12.5982324370708,18.6032456031435
247,-1,0,"MBS",9.01220434909752,20.3929229401224
248,-2,0,"MBS",9.14666107923931,19.066828756559
249,-3,0,"Orchard",7.97799168518962,17.3462347221311
250,-2,0,"Orchard",9.10630378012004,17.9323080888449
251,-2,0,"Clarke Quay",7.12974638341607,18.0595239366222
252,-3,0,"MBS",7.96365169560966,20.4562977886454
253,-2,1,"Clarke Quay",12.9947022308889,16.1587316504271
254,-1,0,"MBS",10.0330804175916,20.0739564383434
255,-2,1,"Clarke Quay",13.7458144116392,17.7256015653262
256,-3,0,"Orchard",6.44998307191185,18.6864433519052
257,-3,0,"Orchard",7.4523866561874,19.3546061680578
258,-2,0,"MBS",7.46631882819531,21.8975947015529
259,-1,1,"Orchard",13.5929078037921,16.0899062025978
260,-3,1,"MBS",13.7327204815646,17.6007377563271
261,-2,1,"MBS",14.5878411572922,18.1849621038014
262,-3,1,"MBS",11.4000822440063,19.8100884248584
263,-2,0,"Orchard",7.4238800304025,18.3352144175603
264,-2,0,"Orchard",9.71089604314452,18.4447506560946
265,-1,0,"Orchard",9.44419646309978,19.5709807422812
266,-3,0,"Clarke Quay",7.71280615767469,19.6911779801464
267,-2,1,"MBS",12.8982066775581,19.417745696892
268,-3,1,"MBS",13.0641921617018,17.7113765235915
269,-3,1,"Orchard",12.2718487751341,16.4752957483612
270,-1,0,"Orchard",8.73249159579089,17.7229614251779
271,-3,1,"MBS",13.2057778707923,20.2421240686713
272,-1,1,"MBS",15.3256578759897,19.2996990304894
273,-1,1,"Clarke Quay",14.7390620143723,16.3147784222303
274,-2,1,"MBS",14.5412381176155,17.3341065913928
275,-1,0,"Clarke Quay",8.68012844824454,18.5095788215111
276,-3,0,"Orchard",6.67680089188617,18.2150423376297
277,-3,0,"MBS",6.50752638321851,21.921039508552
278,-3,0,"Orchard",8.10826196234972,18.0204201959989
279,-3,0,"Clarke Quay",7.04357193187815,18.9063807990314
280,-2,0,"MBS",7.7178935887916,21.1657281884303
281,-3,1,"Orchard",8.0872702321744,17.2888897863271
282,-2,0,"Clarke Quay",8.3041164105343,18.5844377595063
283,-3,0,"Clarke Quay",6.88863974654783,18.9417066950758
284,-2,1,"MBS",16.2594408964376,17.6046279265029
285,-1,0,"Clarke Quay",7.67173692986112,18.2822760461161
286,-2,1,"MBS",14.0105284886544,19.1287744010412
287,-3,1,"MBS",12.72887961483,19.856579661146
288,-3,0,"Orchard",7.3003038281282,19.9906942519134
289,-2,0,"MBS",8.44793032972984,20.5569844562016
290,-2,0,"Clarke Quay",9.08514669628714,17.6254920357411
291,-1,0,"Clarke Quay",8.98647747814712,18.6751451339955
292,-2,0,"Orchard",7.46494760814377,19.321707219305
293,-3,0,"Orchard",6.49057243585805,19.8999768924513
294,-3,1,"MBS",9.25884310914429,20.7931104443683
295,-1,1,"MBS",14.1186026539711,20.9431814033073
296,-2,0,"Orchard",7.99697854743081,18.0682115972148
297,-1,1,"MBS",15.998453521804,19.8676250838049
298,-1,1,"Clarke Quay",14.365598298122,14.4662981649083
299,-2,1,"Orchard",14.0484719674035,15.9967476026525
300,-3,0,"MBS",5.88068134719716,23.3095738973706
301,-3,1,"MBS",12.46634695284,19.0515843363572
302,-1,0,"Clarke Quay",7.87208860179165,17.3112667308864
303,-2,1,"Orchard",13.1427491501089,15.4900867213386
304,-3,0,"Clarke Quay",8.79652146624021,16.5492259875412
305,-3,0,"Orchard",5.33614159094774,18.8947696713457
306,-3,0,"Orchard",7.04547969084731,18.8084393275353
307,-2,1,"MBS",12.5058528513994,17.7328630763796
308,-1,1,"MBS",14.7833678326745,18.8202965170351
309,-1,0,"MBS",11.6902162780352,20.391566907399
310,-1,1,"Orchard",11.764443549628,19.1553522434264
311,-1,1,"Clarke Quay",15.6601784139243,16.4710867852385
312,-3,1,"Orchard",11.3010375899579,18.106255968817
313,-3,1,"MBS",11.7583599406013,18.394089630585
314,-1,1,"Orchard",15.1811551045065,14.80791573974
315,-2,0,"Orchard",9.76499250696946,16.7654572899327
316,-2,1,"Orchard",14.9027297197046,16.2521590429046
317,-3,1,"Orchard",14.0998185074121,15.8444194122902
318,-3,1,"Orchard",9.24953093280928,17.1165859055352
319,-2,1,"Orchard",12.6742381293196,18.3473166434343
320,-2,1,"MBS",12.8044363943727,20.5091730946096
321,-1,1,"Orchard",14.7366416592009,15.8691094428906
322,-1,1,"Orchard",13.1368184544779,17.6496993830869
323,-3,1,"Clarke Quay",11.1851683861055,16.0686415197123
324,-1,0,"MBS",9.09930802398523,21.1111662857972
325,-1,0,"Clarke Quay",6.70582077794844,18.1241772347124
326,-3,0,"MBS",7.59763574705073,21.8849276483253
327,-3,1,"Clarke Quay",11.9251376946952,16.9766091979923
328,-3,0,"MBS",8.31640922460276,21.4747561007301
329,-2,1,"Clarke Quay",12.0095624293901,18.3307364003643
330,-2,1,"MBS",12.9083797769194,19.5531002018572
331,-3,1,"Orchard",13.5576089768514,17.2387541485264
332,-3,1,"Orchard",9.553613336668,17.034759296518
333,-3,0,"Clarke Quay",7.75852076515639,17.3991351769858
334,-1,0,"MBS",9.20401262722084,21.9172113977778
335,-1,1,"Clarke Quay",12.5063766701356,17.1241996379561
336,-3,1,"Clarke Quay",10.7058090323601,15.5948726633862
337,-3,1,"Clarke Quay",10.6510004640407,16.3104623158973
338,-1,0,"Clarke Quay",9.22915297677958,17.1846424960211
339,-1,0,"Orchard",11.0702943346289,17.33063223702
340,-3,1,"MBS",12.2665190662321,19.7648572111687
341,-3,1,"Orchard",11.4780291542216,17.8851728949099
342,-1,0,"MBS",8.81682334348493,21.5505937060454
343,-3,0,"Clarke Quay",7.89518708281628,19.7234612874548
344,-3,0,"MBS",7.11177132148277,21.5001310725336
345,-2,1,"MBS",13.7044246140181,19.0958057868101
346,-3,0,"MBS",6.80537154773983,19.8440768669878
347,-2,0,"Clarke Quay",8.06699806438251,18.0658285618966
348,-2,1,"Clarke Quay",11.4970857008996,16.6796070916546
349,-3,1,"Clarke Quay",10.4042036532219,16.8238885905849
350,-3,0,"Orchard",5.78054991127578,18.9298188133146
351,-1,1,"MBS",14.1433843275571,19.9432510089651
352,-3,0,"Clarke Quay",6.49595086817017,16.7592760772263
353,-3,1,"MBS",14.4712381166152,18.337101654487
354,-3,0,"Orchard",8.45548910510168,17.8888927310319
355,-1,0,"Clarke Quay",10.2383441752773,15.9876203423064
356,-3,0,"Clarke Quay",7.91049996853686,18.3786529582308
357,-1,1,"MBS",13.7165402883323,19.5531597764496
358,-2,1,"Clarke Quay",13.4727867756698,16.2305704528891
359,-1,1,"Orchard",13.4077398619516,13.8302318752642
360,-1,0,"Clarke Quay",8.41246097344615,20.3652276591436
361,-2,1,"Orchard",13.3461443178646,16.1216285835995
362,-1,1,"Orchard",13.1330686803611,17.0846589414071
363,-2,0,"Orchard",10.8985334734174,16.8244997543278
364,-3,0,"MBS",6.84438682900204,22.6024798203173
365,-1,1,"Clarke Quay",14.1314509199477,16.7519339864002
366,-2,1,"Clarke Quay",11.5256484040441,17.0273826267494
367,-3,1,"Orchard",10.5173253750827,18.1195050846672
368,-1,0,"Orchard",9.60928188202304,16.2499502278646
369,-3,0,"MBS",7.79602624316786,21.9589098893154
370,-3,0,"Orchard",8.46099528207018,17.3084640200806
371,-1,1,"Clarke Quay",13.47722949058,18.6781586084982
372,-3,1,"Clarke Quay",11.0470199665674,15.8254411210281
373,-3,1,"Clarke Quay",14.7116749217829,15.1801752961425
374,-2,1,"Orchard",14.1535760435643,16.7485918409771
375,-3,1,"Clarke Quay",12.1407574666016,17.4397538135779
376,-3,1,"Orchard",11.3520089173927,16.7345145027886
377,-1,0,"Clarke Quay",8.19165285090933,16.9073928323378
378,-3,0,"Orchard",6.14720943656495,19.0708709864282
379,-2,1,"MBS",14.0131420795845,18.9791215470408
380,-1,0,"Clarke Quay",8.41917531806524,16.0001311037033
381,-3,0,"Orchard",6.7321285972923,18.6684867684877
382,-2,1,"Orchard",11.7002437475287,17.3401084419281
383,-2,1,"Orchard",15.244459575734,15.5524966091148
384,-2,1,"Orchard",13.2834955234868,15.3032351956539
385,-1,1,"MBS",13.2613650857549,19.8454507354252
386,-1,0,"Orchard",9.0962285455349,18.8304558641918
387,-1,0,"Clarke Quay",8.10923666570252,18.4016180703286
388,-3,0,"MBS",6.26956183768526,20.729630610783
389,-1,1,"Clarke Quay",12.9295838103447,16.0995626251357
390,-2,1,"Clarke Quay",14.1085116299775,16.2918478045648
391,-1,1,"Orchard",14.8294807838084,14.9382139767775
392,-1,1,"MBS",14.6337615589238,16.5254728855228
393,-3,1,"Orchard",11.8743773834623,17.9470621282971
394,-1,1,"MBS",13.1611635887355,18.5899405940077
395,-1,1,"Orchard",9.96805439473463,17.4424125318644
396,-3,0,"MBS",8.11736049527626,22.4452203613664
397,-1,0,"Clarke Quay",7.73089657454374,17.3604067831227
398,-3,0,"MBS",9.23064232019704,21.2304103800908
399,-2,0,"Orchard",7.46728954894751,17.0056723467075
400,-2,1,"MBS",13.0761289891715,19.1073931023403
401,-1,1,"MBS",15.1286861917073,18.3621008850099
402,-3,0,"Clarke Quay",5.96820848788878,17.8472443316313
403,-1,0,"Clarke Quay",9.40448448169182,16.6630094942452
404,-1,0,"Clarke Quay",10.4131786817656,16.7645691061889
405,-2,1,"Clarke Quay",13.3995848279583,16.9709035547548
406,-2,1,"Orchard",14.85985358293,13.9195266651099
407,-3,0,"Clarke Quay",6.43588843412512,18.4323015437262
408,-1,0,"MBS",10.1649052245667,20.6739538262621
409,-2,1,"Clarke Quay",13.7610367808403,15.5806724496023
410,-3,0,"Orchard",7.3136099673732,18.5704869379863
411,-3,1,"Clarke Quay",13.6590350725701,16.6627110337794
412,-2,1,"MBS",12.8834730805654,19.826098475049
413,-2,0,"Orchard",7.93512014663526,18.6856976061538
414,-3,0,"MBS",7.1338424528158,21.3103701126147
415,-3,0,"Orchard",7.73751465999407,17.7175661564108
416,-1,1,"MBS",12.4059843757889,17.1538588600766
417,-1,0,"Orchard",7.48065912561769,18.1667294187117
418,-1,1,"Clarke Quay",12.8831767396136,16.9886963265532
419,-1,0,"Clarke Quay",8.49593057598994,18.2874335528732
420,-2,0,"Clarke Quay",8.92621309051937,16.9816151034271
421,-2,0,"Orchard",8.82104395857475,19.3689809304878
422,-1,1,"Clarke Quay",14.1454317315447,16.2137085538565
423,-2,1,"MBS",13.9942760173998,19.129177849759
424,-2,1,"Clarke Quay",14.5489409324741,16.9977963132315
425,-2,1,"Clarke Quay",10.9718761315348,16.7955957129133
426,-2,0,"MBS",7.76416932540671,20.6675767133719
427,-1,0,"Clarke Quay",9.22653022581823,19.7841873671406
428,-3,1,"MBS",13.5576663085948,19.2322960329235
429,-1,0,"Orchard",8.85371952177377,19.2067086605214
430,-2,1,"MBS",12.8811913661864,18.1208976719923
431,-3,0,"MBS",8.3285345448745,20.6452159255199
432,-2,1,"Orchard",14.8001260837214,15.9783608617762
433,-2,0,"MBS",8.99317259147477,20.8034522494684
434,-3,1,"MBS",11.7373152470197,19.1257061169793
435,-2,1,"MBS",13.4207305125303,19.3088940183602
436,-1,1,"Clarke Quay",11.2734463943304,16.2858561497228
437,-2,0,"Orchard",6.48499094034807,19.4702078550702
438,-2,1,"Orchard",11.2269088361472,18.4713206717871
439,-1,0,"Orchard",9.82373746439565,14.8631435713148
440,-2,1,"Orchard",14.2002979393218,17.1355444926392
441,-3,1,"MBS",13.079419755113,18.219245625635
442,-1,1,"Clarke Quay",14.9787723323808,15.9653831027922
443,-3,1,"Orchard",11.9008073248832,17.709498975701
444,-2,0,"Orchard",8.56446600371172,17.5178771700427
445,-1,1,"Orchard",14.6492865537408,15.0302427662698
446,-3,0,"MBS",8.54666951737917,20.8919862625525
447,-1,0,"Clarke Quay",8.16355098779234,18.3570432068183
448,-3,1,"Orchard",12.5987003189289,17.5839526604843
449,-2,1,"MBS",11.0226529924722,18.436336519862
450,-2,0,"MBS",5.46121206939391,20.633014697244
451,-3,0,"Clarke Quay",5.46682418541252,20.6969902484819
452,-1,0,"MBS",6.89949921716682,22.5968792385281
453,-2,0,"Orchard",7.03651590242998,18.9170309976927
454,-2,0,"Clarke Quay",6.62198111244229,19.4041878508899
455,-1,1,"Orchard",16.3684346946351,15.7329575703235
456,-3,0,"MBS",7.39227593128564,18.6429392358915
457,-1,0,"Clarke Quay",8.92774893394822,18.6464026296647
458,-3,0,"Orchard",6.42475357212663,18.3026356173744
459,-2,0,"Orchard",9.81237926435243,17.324427198455
460,-1,0,"Orchard",9.25110679991928,17.0792887991568
461,-1,1,"Orchard",13.2460591937076,17.2489353572249
462,-3,0,"Orchard",6.77900420923991,18.2620254464244
463,-3,1,"Orchard",12.1547701309011,17.4411187004377
464,-3,1,"Orchard",11.7900616955927,16.7142841735647
465,-2,1,"Orchard",15.4512035407073,14.1816110205448
466,-3,1,"Clarke Quay",13.4113063718886,17.504357324496
467,-3,1,"Clarke Quay",12.8564492362215,17.3126753931635
468,-3,0,"MBS",6.72527364315829,23.3616254175773
469,-3,0,"Orchard",8.87027941299433,17.6300142260821
470,-1,1,"Clarke Quay",15.2116423667692,16.5191815624436
471,-2,1,"MBS",11.3910873194781,22.27987539428
472,-3,1,"Orchard",11.1262671048142,17.1553843325539
473,-1,1,"MBS",15.6786863053808,16.8377057345544
